共 1000 条请求，成功 1000，失败 0

===== 汇总（仅成功请求） =====
  latency（端到端）                 n=1000 mean=208067.98ms  p50=220137.88  p90=344855.86  p99=400388.15  min=  2912.29  max=449143.58
  P端prefill+网络（推算）             n=1000 mean=185757.54ms  p50=198747.92  p90=325959.18  p99=353952.75  min=    44.76  max=355494.03
  D端总耗时（排队+decode）             n=1000 mean= 22310.44ms  p50= 10498.70  p90= 52457.27  p99=138767.08  min=  2854.96  max=140239.99
  D端排队+调度（推算）                  n=1000 mean=   104.57ms  p50=    73.99  p90=   195.61  p99=   421.25  min=    24.37  max=   489.84
  D端排队占比                       n=1000 mean=     0.80%  p50=     0.66  p90=     1.38  p99=     1.84  min=     0.27  max=     2.08
  D端GPU decode（纯算）             n=1000 mean= 22205.87ms  p50= 10428.69  p90= 52291.30  p99=138318.42  min=  2818.89  max=139753.37
  轮均GPU耗时                      无数据

===== 逐轮 GPU forward 耗时分布（所有请求合并） =====
  每轮 forward                   无数据

===== 逐请求明细 =====
 idx   latency     P端(推算)       D端总       排队     排队%       GPU    轮数       轮均
 341  149570.3   140424.0    9146.2     62.5    0.7%    9083.7     0     0.00
 342  150987.8   140266.7   10721.1     66.1    0.6%   10655.0     0     0.00
 343  150380.6   141637.3    8743.3     60.0    0.7%    8683.3     0     0.00
 344  146812.2   141347.8    5464.4     51.2    0.9%    5413.2     0     0.00
 345  143754.0   140087.8    3666.1     45.1    1.2%    3621.1     0     0.00
 346  206350.4   139983.4   66367.0    210.9    0.3%   66156.1     0     0.00
 347  145996.2   138896.8    7099.5     53.1    0.7%    7046.3     0     0.00
 348  142485.9   138821.6    3664.3     43.3    1.2%    3621.0     0     0.00
 349  186644.3   137852.3   48792.0    155.5    0.3%   48636.5     0     0.00
 350  149479.1   140249.4    9229.6     58.7    0.6%    9171.0     0     0.00
 351  157571.5   141172.4   16399.1     73.7    0.4%   16325.4     0     0.00
 352  143750.5   140076.4    3674.2     42.3    1.2%    3631.9     0     0.00
 353  180331.7   143039.7   37291.9    123.7    0.3%   37168.2     0     0.00
 354  152847.7   143459.6    9388.1     55.7    0.6%    9332.4     0     0.00
 355  198346.0   151069.8   47276.2    159.0    0.3%   47117.1     0     0.00
 356  229221.1   150385.2   78835.9    268.5    0.3%   78567.3     0     0.00
 357  188939.5   149799.7   39139.9    160.2    0.4%   38979.7     0     0.00
 358  183565.0   152218.7   31346.4    110.9    0.4%   31235.5     0     0.00
 359  165575.5   160986.4    4589.1     44.0    1.0%    4545.1     0     0.00
 360  165491.1   160902.0    4589.1     44.0    1.0%    4545.1     0     0.00
 361  220679.2   160308.0   60371.2    198.3    0.3%   60172.8     0     0.00
 362  237266.5   168949.8   68316.7    267.8    0.4%   68048.9     0     0.00
 363  181630.1   168838.3   12791.8     69.1    0.5%   12722.7     0     0.00
 364  184767.0   168802.9   15964.2     80.0    0.5%   15884.2     0     0.00
 365  176739.1   167183.9    9555.2     60.5    0.6%    9494.7     0     0.00
 366  174091.1   166325.4    7765.7     55.9    0.7%    7709.8     0     0.00
 367  206666.6   165960.6   40706.0    147.6    0.4%   40558.4     0     0.00
 368  203068.5   166528.3   36540.1    135.9    0.4%   36404.3     0     0.00
 369  169367.4   165578.4    3789.0     44.5    1.2%    3744.5     0     0.00
 370  179622.3   165273.3   14348.9     74.9    0.5%   14274.0     0     0.00
 371  168795.8   165024.7    3771.1     61.5    1.6%    3709.5     0     0.00
 372  169771.4   165193.3    4578.1     44.7    1.0%    4533.4     0     0.00
 373  169657.1   165079.5    4577.6     44.1    1.0%    4533.6     0     0.00
 374  172528.0   165066.1    7461.9     52.5    0.7%    7409.5     0     0.00
 375  193564.4   169534.1   24030.4    105.2    0.4%   23925.2     0     0.00
 376  173012.4   169301.4    3711.0     42.4    1.1%    3668.6     0     0.00
 377  176376.8   172657.5    3719.3     46.2    1.2%    3673.1     0     0.00
 378  177480.9   172935.6    4545.2     47.7    1.0%    4497.5     0     0.00
 379  182797.3   172717.7   10079.5     85.7    0.9%    9993.8     0     0.00
 380  176364.1   172646.7    3717.4     44.9    1.2%    3672.5     0     0.00
 381  184015.0   175126.5    8888.5     63.6    0.7%    8824.9     0     0.00
 382  234666.0   175045.7   59620.3    243.1    0.4%   59377.2     0     0.00
 383  186436.8   175366.1   11070.7     67.2    0.6%   11003.5     0     0.00
 384  185013.9   176147.1    8866.9     61.1    0.7%    8805.8     0     0.00
 385  217815.5   176550.1   41265.4    150.1    0.4%   41115.3     0     0.00
 386  213528.4   176110.7   37417.7    156.4    0.4%   37261.3     0     0.00
 387  202239.0   176874.7   25364.3    100.5    0.4%   25263.7     0     0.00
 388  228021.6   176905.1   51116.4    210.0    0.4%   50906.4     0     0.00
 389  226840.2   176529.7   50310.5    204.6    0.4%   50105.9     0     0.00
 390  185006.7   176182.0    8824.7     56.2    0.6%    8768.5     0     0.00
 391  184483.9   175659.2    8824.7     56.2    0.6%    8768.5     0     0.00
 392  179525.6   175368.6    4157.0     63.0    1.5%    4094.0     0     0.00
 393  190175.4   174845.9   15329.5     54.4    0.4%   15275.1     0     0.00
 394  201224.4   175506.5   25717.9     81.3    0.3%   25636.7     0     0.00
 395  202614.6   182924.7   19689.9     85.6    0.4%   19604.2     0     0.00
 396  202100.1   183168.9   18931.2     82.8    0.4%   18848.4     0     0.00
 397  205624.8   182841.4   22783.4     93.1    0.4%   22690.3     0     0.00
 398  206649.0   182751.3   23897.7     94.4    0.4%   23803.2     0     0.00
 399  217962.8   183755.5   34207.3    152.9    0.4%   34054.4     0     0.00
 400  223382.2   183343.2   40039.0    177.8    0.4%   39861.2     0     0.00
 401  185860.1   182157.0    3703.1     42.2    1.1%    3660.9     0     0.00
 402  196559.3   190761.4    5798.0     49.7    0.9%    5748.3     0     0.00
 403  239268.7   190635.7   48633.0    217.6    0.4%   48415.3     0     0.00
 404  193802.2   190080.0    3722.3     43.4    1.2%    3678.9     0     0.00
 405  244075.6   190090.1   53985.5    232.5    0.4%   53753.0     0     0.00
 406  193775.4   190054.4    3721.0     42.1    1.1%    3678.9     0     0.00
 407  198056.7   193521.4    4535.3     48.1    1.1%    4487.3     0     0.00
 408  218154.9   193372.8   24782.1    140.8    0.6%   24641.3     0     0.00
 409  198721.4   194980.5    3740.8     44.9    1.2%    3696.0     0     0.00
 410  213506.4   194324.0   19182.4    122.4    0.6%   19060.0     0     0.00
 411  241947.8   194736.3   47211.5    216.1    0.5%   46995.4     0     0.00
 412  203426.2   194553.7    8872.5     80.3    0.9%    8792.2     0     0.00
 413  224243.9   194449.4   29794.5    163.2    0.5%   29631.3     0     0.00
 414  249202.9   197881.1   51321.9    239.8    0.5%   51082.0     0     0.00
 415  202028.7   198312.5    3716.3     66.1    1.8%    3650.2     0     0.00
 416  211511.7   197708.4   13803.3    106.3    0.8%   13697.0     0     0.00
 417  242542.6   197042.4   45500.3    217.7    0.5%   45282.6     0     0.00
 418  246992.3   197596.7   49395.6    230.2    0.5%   49165.5     0     0.00
 419  201121.8   196628.7    4493.1     71.6    1.6%    4421.6     0     0.00
 420  205266.6   195492.5    9774.2     89.0    0.9%    9685.2     0     0.00
 421  321491.0   193918.8  127572.3    489.8    0.4%  127082.4     0     0.00
 422  229432.7   193548.3   35884.4    143.9    0.4%   35740.5     0     0.00
 423  238014.0   193448.7   44565.3    195.5    0.4%   44369.9     0     0.00
 424  198171.5   193308.5    4862.9     48.3    1.0%    4814.6     0     0.00
 425  228314.6   193185.0   35129.7    159.3    0.5%   34970.3     0     0.00
 426  197734.5   194039.5    3695.0     45.3    1.2%    3649.6     0     0.00
 427  248146.4   197111.8   51034.6    240.9    0.5%   50793.8     0     0.00
 428  200784.2   197085.2    3699.0     69.7    1.9%    3629.3     0     0.00
 429  228268.1   196512.7   31755.5    167.5    0.5%   31588.0     0     0.00
 430  231215.5   195937.6   35277.9    158.1    0.4%   35119.8     0     0.00
 431  199973.5   196375.4    3598.0     46.5    1.3%    3551.5     0     0.00
 432  199644.1   196051.1    3593.0     43.8    1.2%    3549.2     0     0.00
 433  215034.6   195962.7   19071.9    108.9    0.6%   18963.0     0     0.00
 434  202661.8   195306.8    7355.0     59.3    0.8%    7295.7     0     0.00
 435  198911.2   195286.7    3624.5     43.4    1.2%    3581.1     0     0.00
 436  198658.1   195162.9    3495.2     45.5    1.3%    3449.7     0     0.00
 437  220534.0   194337.9   26196.1    126.4    0.5%   26069.7     0     0.00
 438  233780.3   193876.2   39904.2    174.8    0.4%   39729.4     0     0.00
 439  197215.3   193720.8    3494.5     44.7    1.3%    3449.8     0     0.00
 440  198053.7   192499.6    5554.0     53.0    1.0%    5501.1     0     0.00
 441  196192.7   192720.0    3472.7     46.2    1.3%    3426.5     0     0.00
 442  197346.0   192904.2    4441.8     48.5    1.1%    4393.3     0     0.00
 443  195627.3   192154.6    3472.7     43.9    1.3%    3428.8     0     0.00
 444  194739.3   191269.8    3469.6     40.9    1.2%    3428.7     0     0.00
 445  197772.0   190730.5    7041.5     60.0    0.9%    6981.5     0     0.00
 446  195051.0   191570.1    3481.0     45.0    1.3%    3436.0     0     0.00
 447  234081.9   191309.3   42772.6    184.1    0.4%   42588.5     0     0.00
 448  219380.6   192047.3   27333.3    122.3    0.4%   27211.0     0     0.00
 449  193810.9   190304.7    3506.2     49.5    1.4%    3456.7     0     0.00
 450  193569.9   190063.8    3506.2     49.5    1.4%    3456.7     0     0.00
 451  243332.7   189286.4   54046.3    218.3    0.4%   53828.0     0     0.00
 452  200102.5   190711.8    9390.7     68.7    0.7%    9322.0     0     0.00
 453  194206.1   190656.7    3549.4     49.2    1.4%    3500.2     0     0.00
 454  200168.1   190457.3    9710.8     69.9    0.7%    9640.9     0     0.00
 455  197798.6   190389.7    7409.0     62.5    0.8%    7346.5     0     0.00
 456  192743.6   189194.3    3549.3     49.1    1.4%    3500.2     0     0.00
 457  191675.2   188073.9    3601.2     51.4    1.4%    3549.9     0     0.00
 458  203941.8   188045.5   15896.3     88.1    0.6%   15808.2     0     0.00
 459  193458.9   187809.9    5648.9     52.9    0.9%    5596.0     0     0.00
 460  241933.8   187549.2   54384.6    198.7    0.4%   54185.9     0     0.00
 461  228093.0   187516.6   40576.4    172.9    0.4%   40403.5     0     0.00
 462  249440.8   187343.5   62097.3    221.4    0.4%   61875.9     0     0.00
 463  190905.1   187334.3    3570.8     42.4    1.2%    3528.4     0     0.00
 464  206488.9   186674.7   19814.2     75.5    0.4%   19738.7     0     0.00
 465  259067.0   186672.2   72394.7    273.0    0.4%   72121.7     0     0.00
 466  190139.5   186567.6    3571.8     43.3    1.2%    3528.6     0     0.00
 467  191504.4   187166.1    4338.3     46.4    1.1%    4291.9     0     0.00
 468  191494.4   187156.1    4338.3     46.4    1.1%    4291.9     0     0.00
 469  193646.3   190214.4    3431.9     42.5    1.2%    3389.5     0     0.00
 470  211722.5   189814.7   21907.8    100.2    0.5%   21807.6     0     0.00
 471  206263.0   188912.7   17350.3     84.3    0.5%   17266.0     0     0.00
 472  193286.9   189837.5    3449.4     43.9    1.3%    3405.5     0     0.00
 473  198838.0   192093.8    6744.1     56.1    0.8%    6688.0     0     0.00
 474  196472.8   192245.2    4227.6     46.2    1.1%    4181.4     0     0.00
 475  197133.8   192440.0    4693.8     47.3    1.0%    4646.5     0     0.00
 476  220835.8   191997.2   28838.6    128.1    0.4%   28710.5     0     0.00
 477  202149.4   191889.0   10260.4     56.4    0.5%   10204.0     0     0.00
 478  207865.4   191502.5   16362.9     79.3    0.5%   16283.6     0     0.00
 479  226573.6   201509.0   25064.6    142.4    0.6%   24922.2     0     0.00
 480  234938.1   200683.4   34254.7    170.6    0.5%   34084.1     0     0.00
 481  205239.4   198900.9    6338.5     71.5    1.1%    6267.0     0     0.00
 482  237386.5   199416.9   37969.6    181.8    0.5%   37787.8     0     0.00
 483  251900.5   199077.9   52822.6    231.3    0.4%   52591.3     0     0.00
 484  204176.9   200679.8    3497.1     65.2    1.9%    3431.9     0     0.00
 485  208792.7   199947.1    8845.5     85.2    1.0%    8760.3     0     0.00
 486  221657.6   200518.0   21139.6    114.1    0.5%   21025.6     0     0.00
 487  203739.2   200277.7    3461.5     48.6    1.4%    3412.9     0     0.00
 488  203764.0   200306.6    3457.4     47.5    1.4%    3409.9     0     0.00
 489  233701.6   200247.2   33454.4    151.5    0.5%   33302.9     0     0.00
 490  293273.4   199425.3   93848.1    360.4    0.4%   93487.6     0     0.00
 491  240867.5   199428.5   41439.0    171.7    0.4%   41267.3     0     0.00
 492  202194.9   198740.3    3454.6     44.2    1.3%    3410.4     0     0.00
 493  201834.4   198380.4    3454.0     43.5    1.3%    3410.4     0     0.00
 494  201917.0   198497.9    3419.2     47.2    1.4%    3371.9     0     0.00
 495  213285.5   197813.8   15471.7     90.3    0.6%   15381.4     0     0.00
 496  217911.5   196476.9   21434.6    107.2    0.5%   21327.3     0     0.00
 497  204536.1   197619.6    6916.4     59.6    0.9%    6856.9     0     0.00
 498  202013.1   197272.3    4740.9     49.0    1.0%    4691.9     0     0.00
 499  206214.9   197042.6    9172.3     63.8    0.7%    9108.5     0     0.00
 500  206028.5   196856.2    9172.3     63.8    0.7%    9108.5     0     0.00
 501  199994.1   196538.6    3455.5     42.6    1.2%    3412.9     0     0.00
 502  235465.3   196319.7   39145.7    162.1    0.4%   38983.5     0     0.00
 503  233171.3   196071.1   37100.2    131.8    0.4%   36968.4     0     0.00
 504  241947.6   196072.8   45874.9    185.1    0.4%   45689.8     0     0.00
 505  200903.8   195873.1    5030.7     48.9    1.0%    4981.9     0     0.00
 506  248197.2   200220.3   47976.9    196.0    0.4%   47780.9     0     0.00
 507  203499.9   200038.0    3461.9     44.3    1.3%    3417.6     0     0.00
 508  213079.9   199817.6   13262.3     79.5    0.6%   13182.7     0     0.00
 509  202741.9   199277.0    3464.9     43.8    1.3%    3421.1     0     0.00
 510  249378.1   198734.3   50643.8    202.8    0.4%   50441.0     0     0.00
 511  201862.3   198397.2    3465.1     43.6    1.3%    3421.5     0     0.00
 512  207103.9   197875.6    9228.3     65.4    0.7%    9162.9     0     0.00
 513  201296.3   197829.7    3466.6     41.7    1.2%    3424.9     0     0.00
 514  207170.0   201603.7    5566.4     56.3    1.0%    5510.1     0     0.00
 515  244211.2   201601.7   42609.5    175.9    0.4%   42433.6     0     0.00
 516  205010.3   201537.1    3473.3     45.9    1.3%    3427.3     0     0.00
 517  224686.9   201081.1   23605.8    107.9    0.5%   23497.9     0     0.00
 518  203521.0   200048.5    3472.5     45.3    1.3%    3427.2     0     0.00
 519  209511.9   199421.6   10090.3     63.8    0.6%   10026.5     0     0.00
 520  230892.9   199064.6   31828.3    133.8    0.4%   31694.6     0     0.00
 521  231261.3   196924.4   34336.9    141.9    0.4%   34195.0     0     0.00
 522  209645.2   198998.5   10646.8     64.1    0.6%   10582.6     0     0.00
 523  201600.5   198130.9    3469.7     42.7    1.2%    3427.0     0     0.00
 524  225468.3   198730.8   26737.5    115.6    0.4%   26621.8     0     0.00
 525  237492.0   198755.6   38736.4    158.2    0.4%   38578.2     0     0.00
 526  203343.5   199522.5    3821.1     42.2    1.1%    3778.8     0     0.00
 527  218795.7   199922.2   18873.5     87.8    0.5%   18785.8     0     0.00
 528  206422.1   202734.5    3687.6     46.7    1.3%    3640.9     0     0.00
 529  206359.9   202658.8    3701.1     55.9    1.5%    3645.2     0     0.00
 530  208468.3   204789.3    3679.0     65.5    1.8%    3613.5     0     0.00
 531  241105.1   204565.5   36539.6    177.4    0.5%   36362.2     0     0.00
 532  308123.8   205825.8  102298.0    366.0    0.4%  101931.9     0     0.00
 533  268682.7   207094.4   61588.2    258.7    0.4%   61329.6     0     0.00
 534  217096.0   206851.2   10244.8     79.1    0.8%   10165.7     0     0.00
 535  211540.4   206642.4    4898.0     45.8    0.9%    4852.2     0     0.00
 536  260781.9   205655.5   55126.4    211.8    0.4%   54914.7     0     0.00
 537  231189.5   205216.8   25972.6    116.8    0.4%   25855.8     0     0.00
 538  218289.7   209537.0    8752.6     79.1    0.9%    8673.6     0     0.00
 539  214801.9   211105.8    3696.1     42.8    1.2%    3653.3     0     0.00
 540  245914.7   210414.0   35500.7    153.2    0.4%   35347.5     0     0.00
 541  213805.1   210128.6    3676.5     24.4    0.7%    3652.2     0     0.00
 542  255829.3   213119.9   42709.3    176.4    0.4%   42532.9     0     0.00
 543  257356.8   212644.7   44712.2    200.7    0.4%   44511.5     0     0.00
 544  239521.7   212120.8   27400.9    146.3    0.5%   27254.5     0     0.00
 545  215253.1   211659.3    3593.8     64.9    1.8%    3528.9     0     0.00
 546  225324.6   211773.2   13551.3     97.4    0.7%   13453.9     0     0.00
 547  235188.2   211330.7   23857.5    117.1    0.5%   23740.4     0     0.00
 548  214387.4   210828.6    3558.8     45.1    1.3%    3513.7     0     0.00
 549  259872.9   210897.4   48975.6    204.4    0.4%   48771.2     0     0.00
 550  227851.5   210631.4   17220.1    100.8    0.6%   17119.3     0     0.00
 551  213224.6   209698.3    3526.3     46.0    1.3%    3480.3     0     0.00
 552  255812.1   209004.1   46808.0    186.8    0.4%   46621.2     0     0.00
 553  219741.8   209871.4    9870.4     66.1    0.7%    9804.3     0     0.00
 554  236704.9   209473.6   27231.3    106.9    0.4%   27124.4     0     0.00
 555  218678.4   211745.4    6933.0     74.6    1.1%    6858.5     0     0.00
 556  267208.2   211590.8   55617.5    244.5    0.4%   55373.0     0     0.00
 557  214572.1   211028.7    3543.4     45.8    1.3%    3497.6     0     0.00
 558  213535.1   209991.7    3543.4     45.8    1.3%    3497.6     0     0.00
 559  242456.1   209597.8   32858.3    120.7    0.4%   32737.5     0     0.00
 560  213060.8   209517.5    3543.3     45.7    1.3%    3497.6     0     0.00
 561  213347.7   209804.9    3542.8     43.0    1.2%    3499.8     0     0.00
 562  213048.9   209506.1    3542.9     43.1    1.2%    3499.8     0     0.00
 563  213490.7   209943.3    3547.4     41.6    1.2%    3505.8     0     0.00
 564  213468.8   209921.4    3547.4     41.5    1.2%    3505.8     0     0.00
 565  229275.2   212452.9   16822.3     90.6    0.5%   16731.8     0     0.00
 566  220773.0   212498.6    8274.4     68.7    0.8%    8205.7     0     0.00
 567  241436.3   213919.0   27517.2    119.9    0.4%   27397.3     0     0.00
 568  223640.5   213754.0    9886.5     72.3    0.7%    9814.2     0     0.00
 569  217321.6   213716.9    3604.7     65.9    1.8%    3538.8     0     0.00
 570  217309.3   213704.7    3604.7     65.9    1.8%    3538.8     0     0.00
 571  223813.6   213473.7   10339.9     70.4    0.7%   10269.5     0     0.00
 572  236329.7   212013.4   24316.4     91.0    0.4%   24225.4     0     0.00
 573  215043.0   211427.0    3616.0     47.5    1.3%    3568.5     0     0.00
 574  215118.5   211534.8    3583.7     46.0    1.3%    3537.7     0     0.00
 575  214568.3   210984.8    3583.4     45.9    1.3%    3537.6     0     0.00
 576  237347.7   210980.7   26367.0     93.2    0.4%   26273.7     0     0.00
 577  230519.5   210862.9   19656.6     74.8    0.4%   19581.8     0     0.00
 578  246892.7   210779.7   36113.1    154.8    0.4%   35958.3     0     0.00
 579  236370.0   212612.9   23757.1     86.1    0.4%   23671.0     0     0.00
 580  223102.3   212493.9   10608.5     64.0    0.6%   10544.5     0     0.00
 581  231504.2   212656.0   18848.2     69.2    0.4%   18778.9     0     0.00
 582  215386.3   211801.1    3585.2     45.2    1.3%    3540.0     0     0.00
 583  218561.5   214948.8    3612.6     43.0    1.2%    3569.7     0     0.00
 584  222519.4   214884.6    7634.8     36.8    0.5%    7598.0     0     0.00
 585  225538.7   216463.0    9075.8     61.6    0.7%    9014.1     0     0.00
 586  220978.9   216501.6    4477.3     28.5    0.6%    4448.8     0     0.00
 587  223558.0   219811.7    3746.3     65.9    1.8%    3680.3     0     0.00
 588  349081.8   220461.0  128620.8    426.2    0.3%  128194.6     0     0.00
 589  224878.9   220349.6    4529.3     47.0    1.0%    4482.2     0     0.00
 590  239389.0   221085.2   18303.8    115.2    0.6%   18188.6     0     0.00
 591  224705.2   220928.1    3777.1     45.3    1.2%    3731.8     0     0.00
 592  359707.8   220495.8  139211.9    457.5    0.3%  138754.5     0     0.00
 593  241055.3   220885.3   20170.0    125.0    0.6%   20044.9     0     0.00
 594  297287.9   223453.3   73834.6    269.8    0.4%   73564.8     0     0.00
 595  230882.2   227123.1    3759.1     66.9    1.8%    3692.2     0     0.00
 596  254185.0   226932.3   27252.8    151.0    0.6%   27101.7     0     0.00
 597  295744.3   225961.4   69782.9    260.7    0.4%   69522.2     0     0.00
 598  261355.6   228043.7   33312.0    145.6    0.4%   33166.4     0     0.00
 599  265176.0   227954.0   37222.0    155.7    0.4%   37066.3     0     0.00
 600  234775.1   226605.5    8169.7     88.1    1.1%    8081.6     0     0.00
 601  294862.9   226029.1   68833.8    276.0    0.4%   68557.8     0     0.00
 602  364608.4   225447.7  139160.7    483.1    0.3%  138677.7     0     0.00
 603  257425.8   225429.3   31996.4    139.0    0.4%   31857.4     0     0.00
 604  228742.6   224316.0    4426.6     68.0    1.5%    4358.6     0     0.00
 605  228386.0   223968.9    4417.1     67.5    1.5%    4349.7     0     0.00
 606  243722.7   224616.5   19106.2    124.0    0.6%   18982.1     0     0.00
 607  279028.7   224334.2   54694.5    232.2    0.4%   54462.3     0     0.00
 608  253576.5   223615.3   29961.2    149.2    0.5%   29812.0     0     0.00
 609  227403.7   223873.4    3530.3     47.1    1.3%    3483.2     0     0.00
 610  227298.6   223768.3    3530.3     47.0    1.3%    3483.2     0     0.00
 611  227755.6   224246.5    3509.1     43.7    1.2%    3465.3     0     0.00
 612  232675.3   224153.5    8521.8     72.1    0.8%    8449.7     0     0.00
 613  225889.2   222380.9    3508.4     42.4    1.2%    3465.9     0     0.00
 614  298904.6   222120.1   76784.5    261.8    0.3%   76522.8     0     0.00
 615  224409.0   220901.3    3507.7     41.7    1.2%    3466.1     0     0.00
 616  238803.3   220246.4   18556.9     99.5    0.5%   18457.4     0     0.00
 617  265111.1   219781.4   45329.7    178.7    0.4%   45151.0     0     0.00
 618  226757.1   223137.7    3619.4     54.4    1.5%    3565.0     0     0.00
 619  248904.3   222798.3   26106.0     95.8    0.4%   26010.3     0     0.00
 620  226345.4   222723.0    3622.4     53.9    1.5%    3568.5     0     0.00
 621  226234.7   222681.8    3552.9     53.0    1.5%    3499.9     0     0.00
 622  238154.4   222086.1   16068.3     89.5    0.6%   15978.7     0     0.00
 623  227999.1   222543.5    5455.6     58.1    1.1%    5397.5     0     0.00
 624  225508.6   221850.0    3658.6     52.1    1.4%    3606.5     0     0.00
 625  256328.7   221747.6   34581.1    120.8    0.3%   34460.3     0     0.00
 626  231611.4   221147.1   10464.4     71.8    0.7%   10392.6     0     0.00
 627  224974.5   220545.9    4428.6     52.9    1.2%    4375.6     0     0.00
 628  264124.3   220786.1   43338.1    166.4    0.4%   43171.7     0     0.00
 629  249372.3   221054.4   28317.9     95.2    0.3%   28222.7     0     0.00
 630  224548.6   220801.4    3747.2     48.7    1.3%    3698.4     0     0.00
 631  232270.2   220463.3   11806.9     72.1    0.6%   11734.8     0     0.00
 632  232018.8   221281.5   10737.3     69.2    0.6%   10668.1     0     0.00
 633  225683.8   221987.3    3696.6     49.6    1.3%    3647.0     0     0.00
 634  253187.0   222058.7   31128.3    103.6    0.3%   31024.7     0     0.00
 635  225334.5   221637.7    3696.8     46.9    1.3%    3649.9     0     0.00
 636  258584.5   220534.9   38049.6    145.1    0.4%   37904.4     0     0.00
 637  248343.8   220449.3   27894.5     92.5    0.3%   27802.0     0     0.00
 638  247750.8   220432.6   27318.2     89.2    0.3%   27229.1     0     0.00
 639  223487.1   219824.4    3662.7     45.7    1.2%    3617.0     0     0.00
 640  244019.8   219223.0   24796.8     79.8    0.3%   24717.0     0     0.00
 641  226647.7   217561.1    9086.7     59.1    0.7%    9027.6     0     0.00
 642  236763.5   217119.8   19643.7     86.8    0.4%   19556.9     0     0.00
 643  245231.3   218631.7   26599.5    104.4    0.4%   26495.1     0     0.00
 644  239503.7   219483.9   20019.9     63.3    0.3%   19956.6     0     0.00
 645  252706.0   238423.6   14282.4     99.3    0.7%   14183.1     0     0.00
 646  242591.3   238919.8    3671.5     45.5    1.2%    3625.9     0     0.00
 647  245007.5   240128.4    4879.1     68.3    1.4%    4810.8     0     0.00
 648  248882.2   241303.1    7579.2     77.4    1.0%    7501.7     0     0.00
 649  250978.7   240961.3   10017.4     85.1    0.8%    9932.3     0     0.00
 650  285822.8   240761.4   45061.5    204.3    0.5%   44857.1     0     0.00
 651  244392.9   240667.4    3725.5     63.8    1.7%    3661.8     0     0.00
 652  255806.8   241379.0   14427.8    102.4    0.7%   14325.5     0     0.00
 653  308992.8   240730.5   68262.3    239.5    0.4%   68022.8     0     0.00
 654  244494.3   240756.8    3737.5     62.6    1.7%    3674.9     0     0.00
 655  244060.5   240323.1    3737.5     62.6    1.7%    3674.9     0     0.00
 656  259480.6   240922.9   18557.7    112.9    0.6%   18444.7     0     0.00
 657  278982.7   240299.3   38683.4    157.4    0.4%   38526.0     0     0.00
 658  287253.1   242540.8   44712.3    201.3    0.5%   44510.9     0     0.00
 659  245881.1   242127.3    3753.9     61.9    1.6%    3691.9     0     0.00
 660  249388.8   241512.4    7876.3     78.9    1.0%    7797.5     0     0.00
 661  270842.7   239158.5   31684.2    131.1    0.4%   31553.2     0     0.00
 662  242865.3   239134.3    3731.0     43.0    1.2%    3688.0     0     0.00
 663  271738.3   238388.7   33349.6    118.8    0.4%   33230.8     0     0.00
 664  257983.4   241878.3   16105.0     85.2    0.5%   16019.8     0     0.00
 665  261753.9   241685.4   20068.5     94.4    0.5%   19974.1     0     0.00
 666  275484.4   241443.5   34040.9    165.8    0.5%   33875.1     0     0.00
 667  269121.8   241062.2   28059.5    102.1    0.4%   27957.4     0     0.00
 668  249913.5   239840.7   10072.8     68.3    0.7%   10004.4     0     0.00
 669  243103.0   239619.6    3483.4     46.1    1.3%    3437.3     0     0.00
 670  242492.8   239045.6    3447.2     45.0    1.3%    3402.2     0     0.00
 671  242877.8   239338.1    3539.7     46.9    1.3%    3492.9     0     0.00
 672  258053.6   239548.2   18505.4     72.8    0.4%   18432.5     0     0.00
 673  241864.3   238358.3    3506.0     44.6    1.3%    3461.4     0     0.00
 674  241856.9   238350.9    3506.0     44.5    1.3%    3461.4     0     0.00
 675  244561.1   241063.5    3497.6     46.9    1.3%    3450.8     0     0.00
 676  253821.5   240552.5   13269.0     53.1    0.4%   13215.9     0     0.00
 677  285149.0   240555.8   44593.2    149.9    0.3%   44443.3     0     0.00
 678  328679.8   240928.1   87751.7    294.4    0.3%   87457.3     0     0.00
 679  249390.7   240893.9    8496.8     37.4    0.4%    8459.4     0     0.00
 680  244180.3   240684.6    3495.8     42.6    1.2%    3453.1     0     0.00
 681  243263.6   239767.9    3495.7     42.6    1.2%    3453.1     0     0.00
 682  245958.3   242265.9    3692.4     59.9    1.6%    3632.5     0     0.00
 683  260662.1   242247.8   18414.4     84.0    0.5%   18330.4     0     0.00
 684  266484.1   243844.6   22639.5    103.9    0.5%   22535.6     0     0.00
 685  260824.6   252177.3    8647.4     60.7    0.7%    8586.7     0     0.00
 686  261742.2   252188.9    9553.3     66.6    0.7%    9486.7     0     0.00
 687  273973.5   252164.6   21808.8    125.7    0.6%   21683.1     0     0.00
 688  279591.0   252100.3   27490.7    120.4    0.4%   27370.3     0     0.00
 689  256724.2   252055.3    4668.9     65.1    1.4%    4603.8     0     0.00
 690  286348.8   252077.1   34271.7    134.7    0.4%   34137.0     0     0.00
 691  255344.9   251734.5    3610.4     61.8    1.7%    3548.6     0     0.00
 692  298314.4   251120.5   47194.0    160.6    0.3%   47033.4     0     0.00
 693  259220.1   252004.4    7215.7     55.5    0.8%    7160.2     0     0.00
 694  254693.4   251070.2    3623.2     59.7    1.6%    3563.5     0     0.00
